year,rank_display,rank_low,rank_high,is_band,institution,region,total_score
2024,701-800,701,800,1,University of Malaga,Spain,
2024,701-800,701,800,1,University of Oldenburg,Germany,
2024,701-800,701,800,1,University of Palermo,Italy,
2024,701-800,701,800,1,University of Plymouth,United Kingdom,
2024,701-800,701,800,1,University of Sharjah,United Arab Emirates,
2024,701-800,701,800,1,University of the Punjab,Pakistan,
2024,701-800,701,800,1,University of the Sunshine Coast,Australia,
2024,701-800,701,800,1,University of Ulster,United Kingdom,
2024,701-800,701,800,1,University of Wyoming,United States,
2024,701-800,701,800,1,University Rovira i Virgili,Spain,
2024,701-800,701,800,1,Xi'an University of Science and Technology,China,
2024,701-800,701,800,1,Xinjiang University,China,
2024,701-800,701,800,1,Zagazig University,Egypt,
2024,701-800,701,800,1,Zhejiang Normal University,China,
2024,801-900,801,900,1,Aligarh Muslim University,India,
2024,801-900,801,900,1,American University of Beirut,Lebanon,
2024,801-900,801,900,1,Anhui Agricultural University,China,
2024,801-900,801,900,1,Ankara University,Türkiye,
2024,801-900,801,900,1,AUT University,New Zealand,
2024,801-900,801,900,1,"Birkbeck, University of London",United Kingdom,
2024,801-900,801,900,1,Budapest University of Technology and Economics,Hungary,
2024,801-900,801,900,1,Campus Bio-Medico University of Rome,Italy,
2024,801-900,801,900,1,Capital Normal University,China,
2024,801-900,801,900,1,Catholic University of Korea,South Korea,
2024,801-900,801,900,1,Chengdu University,China,
2024,801-900,801,900,1,China Pharmaceutical University,China,
2024,801-900,801,900,1,Cranfield University,United Kingdom,
2024,801-900,801,900,1,Czech Technical University in Prague,Czech Republic,
2024,801-900,801,900,1,Czech University of Life Sciences Prague,Czech Republic,
2024,801-900,801,900,1,Dongguk University,South Korea,
2024,801-900,801,900,1,Federal University of Sao Carlos,Brazil,
2024,801-900,801,900,1,Federal University of Vicosa,Brazil,
2024,801-900,801,900,1,Florida Atlantic University,United States,
2024,801-900,801,900,1,Free University of Bozen-Bolzano,Italy,
2024,801-900,801,900,1,Gachon University,South Korea,
2024,801-900,801,900,1,Gdansk University of Technology,Poland,
2024,801-900,801,900,1,The Graduate University for Advanced Studies,Japan,
2024,801-900,801,900,1,Graz University of Technology,Austria,
2024,801-900,801,900,1,Hangzhou Normal University,China,
2024,801-900,801,900,1,Hebei Medical University,China,
2024,801-900,801,900,1,Heilongjiang University,China,
2024,801-900,801,900,1,Heriot-Watt University,United Kingdom,
2024,801-900,801,900,1,Indian Institute of Technology Kharagpur,India,
2024,801-900,801,900,1,Indian Institute of Technology Madras,India,
2024,801-900,801,900,1,INSA Toulouse,France,
2024,801-900,801,900,1,Istanbul University Cerrahpasa,Türkiye,
2024,801-900,801,900,1,Jiangxi Normal University,China,
2024,801-900,801,900,1,Jimei University,China,
2024,801-900,801,900,1,Johannes Kepler University Linz,Austria,
2024,801-900,801,900,1,Kanazawa University,Japan,
2024,801-900,801,900,1,Kangwon National University,South Korea,
2024,801-900,801,900,1,King Faisal University,Saudi Arabia,
2024,801-900,801,900,1,Liaocheng University,China,
2024,801-900,801,900,1,Massey University,New Zealand,
2024,801-900,801,900,1,Memorial University of Newfoundland,Canada,
2024,801-900,801,900,1,Nagasaki University,Japan,
2024,801-900,801,900,1,National Chung Hsing University,China-Taiwan,
2024,801-900,801,900,1,National University of Colombia,Colombia,
2024,801-900,801,900,1,National University of Cordoba,Argentina,
2024,801-900,801,900,1,National Technical University of Athens,Greece,
2024,801-900,801,900,1,"National University of Ireland, Maynooth",Ireland,
2024,801-900,801,900,1,Northeast Forestry University,China,
2024,801-900,801,900,1,Nottingham Trent University,United Kingdom,
2024,801-900,801,900,1,Novosibirsk State University,Russia,
2024,801-900,801,900,1,Old Dominion University,United States,
2024,801-900,801,900,1,Politecnico di Bari,Italy,
2024,801-900,801,900,1,Polytechnic University of Catalonia,Spain,
2024,801-900,801,900,1,Qingdao Agricultural University,China,
2024,801-900,801,900,1,"Royal Holloway, University of London",United Kingdom,
2024,801-900,801,900,1,Saveetha Institute of Medical and Technical Sciences (Deemed to be University),India,
2024,801-900,801,900,1,Scuola Normale Superiore - Pisa,Italy,
2024,801-900,801,900,1,Shaanxi University of Science and Technology,China,
2024,801-900,801,900,1,Shandong Normal University,China,
2024,801-900,801,900,1,Shanghai Normal University,China,
2024,801-900,801,900,1,Sichuan Agricultural University,China,
2024,801-900,801,900,1,Skolkovo Institute of Science and Technology,Russia,
2024,801-900,801,900,1,Southwest Petroleum University,China,
2024,801-900,801,900,1,SUNY Downstate Health Sciences University,United States,
2024,801-900,801,900,1,The Education University of Hong Kong,China-Hong Kong,
2024,801-900,801,900,1,The Royal Veterinary College,United Kingdom,
2024,801-900,801,900,1,The University of Waikato,New Zealand,
2024,801-900,801,900,1,United Arab Emirates University,United Arab Emirates,
2024,801-900,801,900,1,University of Campania Luigi Vanvitelli,Italy,
2024,801-900,801,900,1,University of Alaska - Fairbanks,United States,
2024,801-900,801,900,1,University of Burgundy,France,
2024,801-900,801,900,1,University of Cagliari,Italy,
2024,801-900,801,900,1,University of Canberra,Australia,
2024,801-900,801,900,1,University of Crete,Greece,
2024,801-900,801,900,1,University of Girona,Spain,
2024,801-900,801,900,1,University of Jordan,Jordan,
2024,801-900,801,900,1,University of Kassel,Germany,
2024,801-900,801,900,1,University of Limerick,Ireland,
2024,801-900,801,900,1,University of Messina,Italy,
2024,801-900,801,900,1,University of Missouri-Kansas City,United States,
2024,801-900,801,900,1,University of Modena and Reggio Emilia,Italy,
2024,801-900,801,900,1,University of Oviedo,Spain,
2024,801-900,801,900,1,University of Quebec Montreal,Canada,
2024,801-900,801,900,1,University of Regina,Canada,
2024,801-900,801,900,1,University of Rhode Island,United States,
2024,801-900,801,900,1,University of Salerno,Italy,
2024,801-900,801,900,1,University of Salzburg,Austria,
2024,801-900,801,900,1,University of South China,China,
2024,801-900,801,900,1,University of Stirling,United Kingdom,
2024,801-900,801,900,1,University of Texas at El Paso,United States,
2024,801-900,801,900,1,University of Texas Rio Grande Valley,United States,
2024,801-900,801,900,1,University of Thessaly,Greece,
2024,801-900,801,900,1,University of Vigo,Spain,
2024,801-900,801,900,1,University of Wisconsin-Milwaukee,United States,
2024,801-900,801,900,1,University Savoie Mont Blanc,France,
2024,801-900,801,900,1,Wuhan University of Science and Technology,China,
2024,801-900,801,900,1,Xi'an University of Architecture and Technology,China,
2024,801-900,801,900,1,Xiangtan University,China,
2024,801-900,801,900,1,Xuzhou Medical University,China,
2024,801-900,801,900,1,Zhongnan University of Economics and Law,China,
2024,901-1000,901,1000,1,Abdul Wali Khan University Mardan,Pakistan,
2024,901-1000,901,1000,1,Adam Mickiewicz University,Poland,
2024,901-1000,901,1000,1,AGH University of Krakow,Poland,
2024,901-1000,901,1000,1,Ajou University,South Korea,
2024,901-1000,901,1000,1,Amherst College,United States,
2024,901-1000,901,1000,1,Amirkabir University of Technology,Iran,
2024,901-1000,901,1000,1,Ataturk University,Türkiye,
2024,901-1000,901,1000,1,Augusta University,United States,
2024,901-1000,901,1000,1,Banaras Hindu University,India,
2024,901-1000,901,1000,1,Carlos III University of Madrid,Spain,
2024,901-1000,901,1000,1,Changsha University of Science and Technology,China,
2024,901-1000,901,1000,1,Charles Sturt University,Australia,
2024,901-1000,901,1000,1,Comenius University in Bratislava,Slovakia,
2024,901-1000,901,1000,1,Cukurova University,Türkiye,
2024,901-1000,901,1000,1,Dalian Medical University,China,
2024,901-1000,901,1000,1,Dalian Polytechnic University,China,
2024,901-1000,901,1000,1,Dublin City University,Ireland,
2024,901-1000,901,1000,1,Ege University,Türkiye,
2024,901-1000,901,1000,1,Federal University of Bahia,Brazil,
2024,901-1000,901,1000,1,Federal University of Ceara,Brazil,
2024,901-1000,901,1000,1,Federal University of Goias,Brazil,
2024,901-1000,901,1000,1,Federal University of Pernambuco,Brazil,
2024,901-1000,901,1000,1,Guangdong Ocean University,China,
2024,901-1000,901,1000,1,Guangxi Medical University,China,
2024,901-1000,901,1000,1,Guangzhou University of Chinese Medicine,China,
2024,901-1000,901,1000,1,Guilin University of Electronic Technology,China,
2024,901-1000,901,1000,1,Gyeongsang National University,South Korea,
2024,901-1000,901,1000,1,Hallym University,South Korea,
2024,901-1000,901,1000,1,Harbin University of Science and Technology,China,
2024,901-1000,901,1000,1,Hassan II University of Casablanca,Morocco,
2024,901-1000,901,1000,1,Henan Agricultural University,China,
2024,901-1000,901,1000,1,Henan Polytechnic University,China,
2024,901-1000,901,1000,1,Huaqiao University,China,
2024,901-1000,901,1000,1,Indian Institute of Technology Kanpur,India,
2024,901-1000,901,1000,1,Inner Mongolia University,China,
2024,901-1000,901,1000,1,Iran University of Science & Technology,Iran,
2024,901-1000,901,1000,1,Jazan University,Saudi Arabia,
2024,901-1000,901,1000,1,Jiangsu University of Science and Technology,China,
2024,901-1000,901,1000,1,Juntendo University,Japan,
2024,901-1000,901,1000,1,Kaohsiung Medical University,China-Taiwan,
2024,901-1000,901,1000,1,Kumamoto University,Japan,
2024,901-1000,901,1000,1,Lakehead University,Canada,
2024,901-1000,901,1000,1,Lehigh University,United States,
2024,901-1000,901,1000,1,Liaoning University of Technology,China,
2024,901-1000,901,1000,1,Linnaeus University,Sweden,
2024,901-1000,901,1000,1,Loyola University Chicago,United States,
2024,901-1000,901,1000,1,Manipal Academy of Higher Education,India,
2024,901-1000,901,1000,1,National Central University,China-Taiwan,
2024,901-1000,901,1000,1,National University of Sciences and Technology Pakistan,Pakistan,
2024,901-1000,901,1000,1,Nicolaus Copernicus University,Poland,
2024,901-1000,901,1000,1,North Dakota State University,United States,
2024,901-1000,901,1000,1,North University of China,China,
2024,901-1000,901,1000,1,Roma Tre University,Italy,
2024,901-1000,901,1000,1,Shanghai University of Finance and Economics,China,
2024,901-1000,901,1000,1,Shanghai University of Traditional Chinese Medicine,China,
2024,901-1000,901,1000,1,Shanxi Medical University,China,
2024,901-1000,901,1000,1,Singapore University of Technology & Design,Singapore,
2024,901-1000,901,1000,1,Suez Canal University,Egypt,
2024,901-1000,901,1000,1,Sunway University,Malaysia,
2024,901-1000,901,1000,1,Tanta University,Egypt,
2024,901-1000,901,1000,1,Taras Shevchenko National University of Kyiv,Ukraine,
2024,901-1000,901,1000,1,The University of Tokushima,Japan,
2024,901-1000,901,1000,1,Tianjin University of Science and Technology,China,
2024,901-1000,901,1000,1,Tokyo University of Agriculture and Technology,Japan,
2024,901-1000,901,1000,1,Universidad Andrés Bello,Chile,
2024,901-1000,901,1000,1,Universidad de Cadiz,Spain,
2024,901-1000,901,1000,1,Universidade Federal de Pelotas,Brazil,
2024,901-1000,901,1000,1,Universite de Tunis El Manar,Tunisia,
2024,901-1000,901,1000,1,University of Alabama in Huntsville,United States,
2024,901-1000,901,1000,1,University of Bradford,United Kingdom,
2024,901-1000,901,1000,1,University of Calcutta,India,
2024,901-1000,901,1000,1,University of Cantabria,Spain,
2024,901-1000,901,1000,1,University of Central Lancashire,United Kingdom,
2024,901-1000,901,1000,1,University of Cordoba,Spain,
2024,901-1000,901,1000,1,University of Ghana,Ghana,
2024,901-1000,901,1000,1,University of Hertfordshire,United Kingdom,
2024,901-1000,901,1000,1,University of Hohenheim,Germany,
2024,901-1000,901,1000,1,University of Jaen,Spain,
2024,901-1000,901,1000,1,University of Kaiserslautern-Landau,Germany,
2024,901-1000,901,1000,1,University of Lahore,Pakistan,
2024,901-1000,901,1000,1,University of Nebraska Medical Center,United States,
2024,901-1000,901,1000,1,University of New Brunswick,Canada,
2024,901-1000,901,1000,1,University of Novi Sad,Serbia,
2024,901-1000,901,1000,1,University of Patras,Greece,
2024,901-1000,901,1000,1,University of Poitiers,France,
2024,901-1000,901,1000,1,University of Portsmouth,United Kingdom,
2024,901-1000,901,1000,1,University of South Africa,South Africa,
2024,901-1000,901,1000,1,University of Tabriz,Iran,
2024,901-1000,901,1000,1,University of Udine,Italy,
2024,901-1000,901,1000,1,University of Valladolid,Spain,
2024,901-1000,901,1000,1,University of Wuppertal,Germany,
2024,901-1000,901,1000,1,Warsaw University of Technology,Poland,
2024,901-1000,901,1000,1,Western Norway University of Applied Sciences,Norway,
2024,901-1000,901,1000,1,Wroclaw Medical University,Poland,
2024,901-1000,901,1000,1,Wuhan Institute of Technology,China,
2024,901-1000,901,1000,1,Xi'an Jiaotong-Liverpool University,China,
2024,901-1000,901,1000,1,Yangtze University,China,
2024,901-1000,901,1000,1,Yantai University,China,
2024,901-1000,901,1000,1,Yokohama City University,Japan,
2024,901-1000,901,1000,1,Zhejiang A&F University,China,
