year,rank_display,rank_low,rank_high,is_band,institution,region,total_score
2023,39,39,39,0,Kyoto University,Japan,33.3
2023,39,39,39,0,Rockefeller University,United States,33.3
2023,41,41,41,0,PSL University,France,33
2023,41,41,41,0,The University of Manchester,United Kingdom,33
2023,43,43,43,0,The University of Texas at Austin,United States,32.8
2023,44,44,44,0,University of British Columbia,Canada,32.7
2023,44,44,44,0,"University of Minnesota, Twin Cities",United States,32.7
2023,46,46,46,0,Shanghai Jiao Tong University,China,32.6
2023,46,46,46,0,Sorbonne University,France,32.6
2023,48,48,48,0,The University of Texas Southwestern Medical Center at Dallas,United States,32.4
2023,49,49,49,0,University of Geneva,Switzerland,31.8
2023,50,50,50,0,"University of Maryland, College Park",United States,31.7
2023,51,51,51,0,The University of Queensland,Australia,31.5
2023,52,52,52,0,University of Illinois at Urbana-Champaign,United States,31.4
2023,52,52,52,0,Utrecht University,Netherlands,31.4
2023,54,54,54,0,Swiss Federal Institute of Technology Lausanne,Switzerland,31.3
2023,55,55,55,0,Heidelberg University,Germany,31.2
2023,56,56,56,0,Fudan University,China,31.1
2023,57,57,57,0,University of Colorado at Boulder,United States,31
2023,58,58,58,0,University of Southern California,United States,30.8
2023,59,59,59,0,King's College London,United Kingdom,30.7
2023,59,59,59,0,Technical University of Munich,Germany,30.7
2023,59,59,59,0,University of Munich,Germany,30.7
2023,59,59,59,0,University of Zurich,Switzerland,30.7
2023,63,63,63,0,"University of California, Santa Barbara",United States,30.2
2023,64,64,64,0,University of Science and Technology of China,China,30.1
2023,65,65,65,0,"University of California, Irvine",United States,29.8
2023,66,66,66,0,Vanderbilt University,United States,29.4
2023,67,67,67,0,University of Bonn,Germany,29.3
2023,68,68,68,0,Weizmann Institute of Science,Israel,29.2
2023,69,69,69,0,Université Paris Cité,France,29.1
2023,70,70,70,0,McGill University,Canada,28.9
2023,71,71,71,0,National University of Singapore,Singapore,28.8
2023,72,72,72,0,The University of New South Wales,Australia,28.6
2023,73,73,73,0,Sun Yat-sen University,China,28.3
2023,73,73,73,0,University of Oslo,Norway,28.3
2023,73,73,73,0,University of Sydney,Australia,28.3
2023,76,76,76,0,University of Groningen,Netherlands,28.1
2023,77,77,77,0,Monash University,Australia,28
2023,78,78,78,0,Aarhus University,Denmark,27.6
2023,79,79,79,0,Technion-Israel Institute of Technology,Israel,27.4
2023,80,80,80,0,The University of Texas M. D. Anderson Cancer Center,United States,26.9
2023,81,81,81,0,University of Basel,Switzerland,26.8
2023,82,82,82,0,Uppsala University,Sweden,26.6
2023,83,83,83,0,University of Pittsburgh,United States,26.5
2023,84,84,84,0,Ghent University,Belgium,26.4
2023,84,84,84,0,The Australian National University,Australia,26.4
2023,86,86,86,0,KU Leuven,Belgium,26.2
2023,86,86,86,0,The Hebrew University of Jerusalem,Israel,26.2
2023,88,88,88,0,Erasmus University Rotterdam,Netherlands,26.1
2023,88,88,88,0,The University of Hong Kong,China-Hong Kong,26.1
2023,88,88,88,0,University of Bristol,United Kingdom,26.1
2023,91,91,91,0,Huazhong University of Science and Technology,China,26
2023,91,91,91,0,University of Alberta,Canada,26
2023,93,93,93,0,Nanyang Technological University,Singapore,25.9
2023,94,94,94,0,Seoul National University,South Korea,25.8
2023,95,95,95,0,Central South University,China,25.3
2023,96,96,96,0,Nanjing University,China,25.2
2023,96,96,96,0,Purdue University - West Lafayette,United States,25.2
2023,98,98,98,0,Brown University,United States,25.1
2023,98,98,98,0,McMaster University,Canada,25.1
2023,98,98,98,0,Stockholm University,Sweden,25.1
2023,101-150,101,150,1,Arizona State University,United States,
2023,101-150,101,150,1,Beijing Institute of Technology,China,
2023,101-150,101,150,1,Boston University,United States,
2023,101-150,101,150,1,Carnegie Mellon University,United States,
2023,101-150,101,150,1,City University of Hong Kong,China-Hong Kong,
2023,101-150,101,150,1,Emory University,United States,
2023,101-150,101,150,1,Harbin Institute of Technology,China,
2023,101-150,101,150,1,Jilin University,China,
2023,101-150,101,150,1,King Saud University,Saudi Arabia,
2023,101-150,101,150,1,Leiden University,Netherlands,
2023,101-150,101,150,1,Mayo Clinic College of Medicine and Science,United States,
2023,101-150,101,150,1,Moscow State University,Russia,
2023,101-150,101,150,1,Icahn School of Medicine at Mount Sinai,United States,
2023,101-150,101,150,1,Nagoya University,Japan,
2023,101-150,101,150,1,Norwegian University of Science and Technology - NTNU,Norway,
2023,101-150,101,150,1,Radboud University Nijmegen,Netherlands,
2023,101-150,101,150,1,Rice University,United States,
2023,101-150,101,150,1,"Rutgers, The State University of New Jersey - New Brunswick",United States,
2023,101-150,101,150,1,Sapienza University of Rome,Italy,
2023,101-150,101,150,1,Shandong University,China,
2023,101-150,101,150,1,Sichuan University,China,
2023,101-150,101,150,1,Soochow University,China,
2023,101-150,101,150,1,South China University of Technology,China,
2023,101-150,101,150,1,Southern University of Science and Technology,China,
2023,101-150,101,150,1,Southeast University,China,
2023,101-150,101,150,1,The Chinese University of Hong Kong,China-Hong Kong,
2023,101-150,101,150,1,The Ohio State University - Columbus,United States,
2023,101-150,101,150,1,Pennsylvania State University - University Park,United States,
2023,101-150,101,150,1,The University of Glasgow,United Kingdom,
2023,101-150,101,150,1,The University of Western Australia,Australia,
2023,101-150,101,150,1,Tianjin University,China,
2023,101-150,101,150,1,University of Electronic Science and Technology of China,China,
2023,101-150,101,150,1,Université Grenoble Alpes,France,
2023,101-150,101,150,1,Université libre de Bruxelles (ULB),Belgium,
2023,101-150,101,150,1,University of Amsterdam,Netherlands,
2023,101-150,101,150,1,University of Bern,Switzerland,
2023,101-150,101,150,1,"University of California, Davis",United States,
2023,101-150,101,150,1,University of Florida,United States,
2023,101-150,101,150,1,University of Freiburg,Germany,
2023,101-150,101,150,1,University of Gothenburg,Sweden,
2023,101-150,101,150,1,University of Helsinki,Finland,
2023,101-150,101,150,1,University of Lausanne,Switzerland,
2023,101-150,101,150,1,University of Liverpool,United Kingdom,
2023,101-150,101,150,1,University of Nottingham,United Kingdom,
2023,101-150,101,150,1,University of Sao Paulo,Brazil,
2023,101-150,101,150,1,University of Utah,United States,
2023,101-150,101,150,1,University of Vienna,Austria,
2023,101-150,101,150,1,University of Warwick,United Kingdom,
2023,101-150,101,150,1,Wuhan University,China,
2023,101-150,101,150,1,Xi'an Jiaotong University,China,
2023,151-200,151,200,1,Aix Marseille University,France,
2023,151-200,151,200,1,Baylor College of Medicine,United States,
2023,151-200,151,200,1,Beihang University,China,
2023,151-200,151,200,1,Beijing Normal University,China,
2023,151-200,151,200,1,Cardiff University,United Kingdom,
2023,151-200,151,200,1,Case Western Reserve University,United States,
2023,151-200,151,200,1,Delft University of Technology,Netherlands,
2023,151-200,151,200,1,Georgia Institute of Technology,United States,
2023,151-200,151,200,1,Goethe University Frankfurt,Germany,
2023,151-200,151,200,1,Hunan University,China,
2023,151-200,151,200,1,Indiana University Bloomington,United States,
2023,151-200,151,200,1,King Abdulaziz University,Saudi Arabia,
2023,151-200,151,200,1,London School of Economics and Political Science,United Kingdom,
2023,151-200,151,200,1,London School of Hygiene & Tropical Medicine,United Kingdom,
2023,151-200,151,200,1,Lund University,Sweden,
2023,151-200,151,200,1,Michigan State University,United States,
2023,151-200,151,200,1,Nankai University,China,
2023,151-200,151,200,1,Northwestern Polytechnical University,China,
2023,151-200,151,200,1,Osaka University,Japan,
2023,151-200,151,200,1,Shenzhen University,China,
2023,151-200,151,200,1,Sungkyunkwan University,South Korea,
2023,151-200,151,200,1,Technical University of Denmark,Denmark,
2023,151-200,151,200,1,Texas A&M University,United States,
2023,151-200,151,200,1,The Hong Kong Polytechnic University,China-Hong Kong,
2023,151-200,151,200,1,The University of Adelaide,Australia,
2023,151-200,151,200,1,The University of Sheffield,United Kingdom,
2023,151-200,151,200,1,Tokyo Institute of Technology,Japan,
2023,151-200,151,200,1,Tongji University,China,
2023,151-200,151,200,1,Tufts University,United States,
2023,151-200,151,200,1,University of Arizona,United States,
2023,151-200,151,200,1,University of Birmingham,United Kingdom,
2023,151-200,151,200,1,"University of California, Santa Cruz",United States,
2023,151-200,151,200,1,University of Cologne,Germany,
2023,151-200,151,200,1,University of Exeter,United Kingdom,
2023,151-200,151,200,1,University of Goettingen,Germany,
2023,151-200,151,200,1,University of Leeds,United Kingdom,
2023,151-200,151,200,1,University of Massachusetts Amherst,United States,
2023,151-200,151,200,1,University of Milan,Italy,
2023,151-200,151,200,1,University of Montpellier,France,
2023,151-200,151,200,1,University of Montreal,Canada,
2023,151-200,151,200,1,University of Padua,Italy,
2023,151-200,151,200,1,University of Pisa,Italy,
2023,151-200,151,200,1,University of Southampton,United Kingdom,
2023,151-200,151,200,1,University of Strasbourg,France,
2023,151-200,151,200,1,University of Tuebingen,Germany,
2023,151-200,151,200,1,University of Waterloo,Canada,
2023,151-200,151,200,1,Vrije Universiteit Amsterdam,Netherlands,
2023,151-200,151,200,1,Wageningen University & Research,Netherlands,
2023,151-200,151,200,1,Xiamen University,China,
2023,151-200,151,200,1,Zhengzhou University,China,
2023,201-300,201,300,1,Beijing University of Chemical Technology,China,
2023,201-300,201,300,1,Capital Medical University,China,
2023,201-300,201,300,1,Catholic University of Louvain,Belgium,
2023,201-300,201,300,1,China Agricultural University,China,
2023,201-300,201,300,1,China Medical University (Taichung),China-Taiwan,
2023,201-300,201,300,1,China University of Geosciences,China,
2023,201-300,201,300,1,Chongqing University,China,
2023,201-300,201,300,1,Claude Bernard University Lyon 1,France,
2023,201-300,201,300,1,Curtin University,Australia,
2023,201-300,201,300,1,Dalian University of Technology,China,
2023,201-300,201,300,1,Deakin University,Australia,
2023,201-300,201,300,1,East China Normal University,China,
2023,201-300,201,300,1,Ecole Normale Superieure - Lyon,France,
2023,201-300,201,300,1,Florida State University,United States,
2023,201-300,201,300,1,Fuzhou University,China,
2023,201-300,201,300,1,George Mason University,United States,
2023,201-300,201,300,1,Hanyang University,South Korea,
2023,201-300,201,300,1,Hokkaido University,Japan,
2023,201-300,201,300,1,Jiangsu University,China,
2023,201-300,201,300,1,Jinan University,China,
2023,201-300,201,300,1,King Abdullah University of Science and Technology,Saudi Arabia,
2023,201-300,201,300,1,Korea Advanced Institute of Science and Technology,South Korea,
2023,201-300,201,300,1,Korea University,South Korea,
2023,201-300,201,300,1,KTH Royal Institute of Technology,Sweden,
2023,201-300,201,300,1,Lanzhou University,China,
2023,201-300,201,300,1,Maastricht University,Netherlands,
2023,201-300,201,300,1,Macquarie University,Australia,
2023,201-300,201,300,1,Medical University of Vienna,Austria,
2023,201-300,201,300,1,Nanjing Medical University,China,
2023,201-300,201,300,1,Nanjing Tech University,China,
2023,201-300,201,300,1,National Taiwan University,China-Taiwan,
2023,201-300,201,300,1,Newcastle University,United Kingdom,
2023,201-300,201,300,1,North Carolina State University - Raleigh,United States,
2023,201-300,201,300,1,Northeastern University (Boston),United States,
2023,201-300,201,300,1,Oregon Health and Science University,United States,
2023,201-300,201,300,1,Oregon State University,United States,
2023,201-300,201,300,1,Peking Union Medical College,China,
2023,201-300,201,300,1,Polytechnic University of Milan,Italy,
2023,201-300,201,300,1,Qingdao University,China,
2023,201-300,201,300,1,Queen Mary University of London,United Kingdom,
2023,201-300,201,300,1,Queen's University,Canada,
2023,201-300,201,300,1,RWTH Aachen University,Germany,
2023,201-300,201,300,1,Shanghai University,China,
2023,201-300,201,300,1,Swinburne University of Technology,Australia,
2023,201-300,201,300,1,Taif University,Saudi Arabia,
2023,201-300,201,300,1,Technical University of Berlin,Germany,
2023,201-300,201,300,1,Tel Aviv University,Israel,
2023,201-300,201,300,1,The George Washington University,United States,
2023,201-300,201,300,1,The University of Auckland,New Zealand,
2023,201-300,201,300,1,The University of Calgary,Canada,
2023,201-300,201,300,1,Tohoku University,Japan,
2023,201-300,201,300,1,Trinity College Dublin,Ireland,
2023,201-300,201,300,1,TU Dresden,Germany,
2023,201-300,201,300,1,Ulsan National Institute of Science and Technology,South Korea,
2023,201-300,201,300,1,University of Massachusetts Chan Medical School,United States,
2023,201-300,201,300,1,National Autonomous University of Mexico,Mexico,
2023,201-300,201,300,1,University of Science and Technology Beijing,China,
2023,201-300,201,300,1,The University of Texas Health Science Center at Houston,United States,
2023,201-300,201,300,1,University of Aberdeen,United Kingdom,
2023,201-300,201,300,1,University of Antwerp,Belgium,
2023,201-300,201,300,1,University of Barcelona,Spain,
2023,201-300,201,300,1,University of Bologna,Italy,
2023,201-300,201,300,1,University of Bordeaux,France,
2023,201-300,201,300,1,University of Buenos Aires,Argentina,
2023,201-300,201,300,1,"University of California, Riverside",United States,
2023,201-300,201,300,1,University of Cape Town,South Africa,
2023,201-300,201,300,1,University of Cincinnati,United States,
2023,201-300,201,300,1,University of Colorado at Denver,United States,
2023,201-300,201,300,1,University of Delaware,United States,
2023,201-300,201,300,1,University of East Anglia,United Kingdom,
2023,201-300,201,300,1,University of Erlangen-Nuremberg,Germany,
2023,201-300,201,300,1,University of Granada,Spain,
2023,201-300,201,300,1,University of Hamburg,Germany,
2023,201-300,201,300,1,University of Iowa,United States,
2023,201-300,201,300,1,Kiel University,Germany,
2023,201-300,201,300,1,University of Leipzig,Germany,
2023,201-300,201,300,1,University of Lisbon,Portugal,
2023,201-300,201,300,1,University of Lorraine,France,
2023,201-300,201,300,1,University of Mainz,Germany,
2023,201-300,201,300,1,University of Manitoba,Canada,
2023,201-300,201,300,1,University of Missouri - Columbia,United States,
2023,201-300,201,300,1,University of Muenster,Germany,
2023,201-300,201,300,1,University of Naples Federico II,Italy,
2023,201-300,201,300,1,University of Nebraska - Lincoln,United States,
2023,201-300,201,300,1,University of Ottawa,Canada,
2023,201-300,201,300,1,University of Porto,Portugal,
2023,201-300,201,300,1,University of Rochester,United States,
2023,201-300,201,300,1,University of Sussex,United Kingdom,
2023,201-300,201,300,1,University of Tasmania,Australia,
2023,201-300,201,300,1,University of Technology Sydney,Australia,
2023,201-300,201,300,1,University of Tennessee - Knoxville,United States,
2023,201-300,201,300,1,University of Tsukuba,Japan,
2023,201-300,201,300,1,University of Turin,Italy,
2023,201-300,201,300,1,University of Virginia,United States,
2023,201-300,201,300,1,University of Wollongong,Australia,
2023,201-300,201,300,1,University of Wuerzburg,Germany,
2023,201-300,201,300,1,Virginia Commonwealth University,United States,
2023,201-300,201,300,1,Virginia Polytechnic Institute and State University,United States,
2023,201-300,201,300,1,Wuhan University of Technology,China,
2023,201-300,201,300,1,Yonsei University,South Korea,
2023,301-400,301,400,1,Aalborg University,Denmark,
2023,301-400,301,400,1,Aalto University,Finland,
2023,301-400,301,400,1,Autonomous University of Barcelona,Spain,
2023,301-400,301,400,1,Autonomous University of Madrid,Spain,
2023,301-400,301,400,1,Beijing University of Technology,China,
2023,301-400,301,400,1,Brandeis University,United States,
2023,301-400,301,400,1,Cairo University,Egypt,
2023,301-400,301,400,1,Charles University in Prague,Czech Republic,
2023,301-400,301,400,1,China University of Geosciences Beijing,China,
2023,301-400,301,400,1,Colorado State University,United States,
2023,301-400,301,400,1,Complutense University of Madrid,Spain,
2023,301-400,301,400,1,Dalhousie University,Canada,
2023,301-400,301,400,1,Dartmouth College,United States,
2023,301-400,301,400,1,Durham University,United Kingdom,
2023,301-400,301,400,1,East China University of Science and Technology,China,
2023,301-400,301,400,1,Flinders University,Australia,
2023,301-400,301,400,1,Griffith University,Australia,
2023,301-400,301,400,1,Guangdong University of Technology,China,
2023,301-400,301,400,1,Guangxi University,China,
2023,301-400,301,400,1,Heinrich Heine University Duesseldorf,Germany,
2023,301-400,301,400,1,The Hong Kong University of Science and Technology,China-Hong Kong,
2023,301-400,301,400,1,Huazhong Agricultural University,China,
2023,301-400,301,400,1,Indian Institute of Science,India,
2023,301-400,301,400,1,Indiana University-Purdue University at Indianapolis,United States,
2023,301-400,301,400,1,Institut Polytechnique de Paris,France,
2023,301-400,301,400,1,James Cook University,Australia,
2023,301-400,301,400,1,Jiangnan University,China,
2023,301-400,301,400,1,Karlsruhe Institute of Technology (KIT),Germany,
2023,301-400,301,400,1,Keio University,Japan,
2023,301-400,301,400,1,Kyushu University,Japan,
2023,301-400,301,400,1,La Trobe University,Australia,
2023,301-400,301,400,1,Lancaster University,United Kingdom,
2023,301-400,301,400,1,Laval University,Canada,
2023,301-400,301,400,1,Linkoping University,Sweden,
2023,301-400,301,400,1,Nanchang University,China,
2023,301-400,301,400,1,Nanjing Agricultural University,China,
2023,301-400,301,400,1,Nanjing University of Aeronautics and Astronautics,China,
2023,301-400,301,400,1,Nanjing University of Information Science & Technology,China,
2023,301-400,301,400,1,Nanjing University of Science and Technology,China,
2023,301-400,301,400,1,National Cheng Kung University,China-Taiwan,
2023,301-400,301,400,1,Northeastern University (Shenyang),China,
2023,301-400,301,400,1,Northwest A&F University,China,
2023,301-400,301,400,1,Ocean University of China,China,
2023,301-400,301,400,1,Okinawa Institute of Science and Technology Graduate University,Japan,
2023,301-400,301,400,1,Paul Sabatier University (Toulouse 3),France,
2023,301-400,301,400,1,Pohang University of Science and Technology,South Korea,
2023,301-400,301,400,1,Pompeu Fabra University,Spain,
2023,301-400,301,400,1,Princess Nourah bint Abdulrahman University,Saudi Arabia,
2023,301-400,301,400,1,Queen's University Belfast,United Kingdom,
2023,301-400,301,400,1,Queensland University of Technology,Australia,
2023,301-400,301,400,1,RMIT University,Australia,
2023,301-400,301,400,1,ShanghaiTech University,China,
2023,301-400,301,400,1,Simon Fraser University,Canada,
2023,301-400,301,400,1,"University at Buffalo, the State University of New York",United States,
2023,301-400,301,400,1,Stony Brook University,United States,
2023,301-400,301,400,1,Swedish University of Agricultural Sciences,Sweden,
2023,301-400,301,400,1,The University of Georgia,United States,
2023,301-400,301,400,1,The University of Reading,United Kingdom,
2023,301-400,301,400,1,Sao Paulo State University,Brazil,
2023,301-400,301,400,1,National and Kapodistrian University of Athens,Greece,
2023,301-400,301,400,1,University College Cork,Ireland,
2023,301-400,301,400,1,University College Dublin,Ireland,
2023,301-400,301,400,1,University of Belgrade,Serbia,
2023,301-400,301,400,1,University of Bergen,Norway,
2023,301-400,301,400,1,Ruhr University Bochum,Germany,
2023,301-400,301,400,1,University of Central Florida,United States,
2023,301-400,301,400,1,University of Connecticut,United States,
2023,301-400,301,400,1,University of Duisburg-Essen,Germany,
2023,301-400,301,400,1,University of Florence,Italy,
2023,301-400,301,400,1,University of Hawaii at Manoa,United States,
2023,301-400,301,400,1,University of Houston,United States,
2023,301-400,301,400,1,University of Illinois at Chicago,United States,
2023,301-400,301,400,1,University of Innsbruck,Austria,
2023,301-400,301,400,1,University of Kansas,United States,
2023,301-400,301,400,1,University of Kentucky,United States,
2023,301-400,301,400,1,University of Leicester,United Kingdom,
2023,301-400,301,400,1,University of Liege,Belgium,
2023,301-400,301,400,1,University of Lille,France,
2023,301-400,301,400,1,University of Macau,China-Macau,
2023,301-400,301,400,1,"University of Maryland, Baltimore",United States,
2023,301-400,301,400,1,University of Miami,United States,
2023,301-400,301,400,1,University of Milano-Bicocca,Italy,
2023,301-400,301,400,1,University of Saskatchewan,Canada,
2023,301-400,301,400,1,University of South Florida,United States,
2023,301-400,301,400,1,University of Southern Denmark,Denmark,
2023,301-400,301,400,1,University of St Andrews,United Kingdom,
2023,301-400,301,400,1,University of Stuttgart,Germany,
2023,301-400,301,400,1,University of Surrey,United Kingdom,
2023,301-400,301,400,1,University of the Witwatersrand,South Africa,
2023,301-400,301,400,1,Toulouse Capitole University,France,
2023,301-400,301,400,1,University of Turku,Finland,
2023,301-400,301,400,1,University of Valencia,Spain,
2023,301-400,301,400,1,University of Victoria,Canada,
2023,301-400,301,400,1,University of York,United Kingdom,
2023,301-400,301,400,1,Vienna University of Technology,Austria,
2023,301-400,301,400,1,Vrije Universiteit Brussel (VUB),Belgium,
2023,301-400,301,400,1,Western Sydney University,Australia,
2023,301-400,301,400,1,Western University,Canada,
2023,301-400,301,400,1,Yangzhou University,China,
2023,301-400,301,400,1,Zhejiang University of Technology,China,
2023,401-500,401,500,1,Albert Einstein College of Medicine,United States,
2023,401-500,401,500,1,Bar-Ilan University,Israel,
2023,401-500,401,500,1,Chalmers University of Technology,Sweden,
2023,401-500,401,500,1,China University of Mining and Technology,China,
2023,401-500,401,500,1,China University of Petroleum (East China),China,
2023,401-500,401,500,1,CUNY Graduate School and University Center,United States,
2023,401-500,401,500,1,Drexel University,United States,
2023,401-500,401,500,1,Eindhoven University of Technology,Netherlands,
2023,401-500,401,500,1,Federal University of Minas Gerais,Brazil,
2023,401-500,401,500,1,Georgetown University,United States,
2023,401-500,401,500,1,Guangzhou Medical University,China,
2023,401-500,401,500,1,Guangzhou University,China,
2023,401-500,401,500,1,Hainan University,China,
2023,401-500,401,500,1,Hannover Medical School,Germany,
2023,401-500,401,500,1,Henan University,China,
2023,401-500,401,500,1,Hiroshima University,Japan,
2023,401-500,401,500,1,Hohai University,China,
2023,401-500,401,500,1,Humanitas University,Italy,
2023,401-500,401,500,1,Iowa State University,United States,
2023,401-500,401,500,1,Istanbul University,Türkiye,
2023,401-500,401,500,1,Jagiellonian University,Poland,
2023,401-500,401,500,1,King Fahd University of Petroleum & Minerals,Saudi Arabia,
2023,401-500,401,500,1,King Khalid University,Saudi Arabia,
2023,401-500,401,500,1,Kunming University of Science and Technology,China,
2023,401-500,401,500,1,Kyung Hee University,South Korea,
2023,401-500,401,500,1,Kyungpook National University,South Korea,
2023,401-500,401,500,1,Louisiana State University - Baton Rouge,United States,
2023,401-500,401,500,1,Macau University of Science and Technology,China-Macau,
2023,401-500,401,500,1,Masaryk University,Czech Republic,
2023,401-500,401,500,1,Murdoch University,Australia,
2023,401-500,401,500,1,Nanjing Forestry University,China,
2023,401-500,401,500,1,Nanjing Normal University,China,
2023,401-500,401,500,1,National Tsing Hua University,China-Taiwan,
2023,401-500,401,500,1,National Yang Ming Chiao Tung University,China-Taiwan,
2023,401-500,401,500,1,Northern Arizona University,United States,
2023,401-500,401,500,1,Polytechnic University of Valencia,Spain,
2023,401-500,401,500,1,Pusan National University,South Korea,
2023,401-500,401,500,1,Renmin University of China,China,
2023,401-500,401,500,1,Rensselaer Polytechnic Institute,United States,
2023,401-500,401,500,1,Saint Petersburg State University,Russia,
2023,401-500,401,500,1,Sejong University,South Korea,
2023,401-500,401,500,1,Shandong University of Science and Technology,China,
2023,401-500,401,500,1,University of Shanghai for Science and Technology,China,
2023,401-500,401,500,1,South China Agricultural University,China,
2023,401-500,401,500,1,South China Normal University,China,
2023,401-500,401,500,1,Southern Medical University,China,
2023,401-500,401,500,1,Southwest Jiaotong University,China,
2023,401-500,401,500,1,Stellenbosch University,South Africa,
2023,401-500,401,500,1,Swansea University,United Kingdom,
2023,401-500,401,500,1,Technical University Darmstadt,Germany,
2023,401-500,401,500,1,Temple University,United States,
2023,401-500,401,500,1,The University of Dundee,United Kingdom,
2023,401-500,401,500,1,"The University of Newcastle, Australia",Australia,
2023,401-500,401,500,1,Catholic University of the Sacred Heart,Italy,
2023,401-500,401,500,1,Federal University of Rio Grande do Sul,Brazil,
2023,401-500,401,500,1,"University of Natural Resources and Life Sciences, Vienna",Austria,
2023,401-500,401,500,1,University of South Carolina - Columbia,United States,
2023,401-500,401,500,1,The University of Texas Medical Branch at Galveston,United States,
2023,401-500,401,500,1,University of Alabama at Birmingham,United States,
2023,401-500,401,500,1,University of Aveiro,Portugal,
2023,401-500,401,500,1,University of Bari,Italy,
2023,401-500,401,500,1,University of Bath,United Kingdom,
2023,401-500,401,500,1,University of Campinas,Brazil,
2023,401-500,401,500,1,University of Canterbury,New Zealand,
2023,401-500,401,500,1,University of Chile,Chile,
2023,401-500,401,500,1,University of Coimbra,Portugal,
2023,401-500,401,500,1,University of Côte d'Azur,France,
2023,401-500,401,500,1,University of Essex,United Kingdom,
2023,401-500,401,500,1,University of Genoa,Italy,
2023,401-500,401,500,1,University of Jena,Germany,
2023,401-500,401,500,1,University of Kent,United Kingdom,
2023,401-500,401,500,1,University of Malaya,Malaysia,
2023,401-500,401,500,1,University of Marburg,Germany,
2023,401-500,401,500,1,University of Minho,Portugal,
2023,401-500,401,500,1,University of Notre Dame,United States,
2023,401-500,401,500,1,University of Oregon,United States,
2023,401-500,401,500,1,University of Otago,New Zealand,
2023,401-500,401,500,1,University of Oulu,Finland,
2023,401-500,401,500,1,University of Pavia,Italy,
2023,401-500,401,500,1,University of Potsdam,Germany,
2023,401-500,401,500,1,University of Pretoria,South Africa,
2023,401-500,401,500,1,University of Regensburg,Germany,
2023,401-500,401,500,1,University of Rennes,France,
2023,401-500,401,500,1,University of Tehran,Iran,
2023,401-500,401,500,1,University of the Basque Country,Spain,
2023,401-500,401,500,1,University of Trento,Italy,
2023,401-500,401,500,1,University of Twente,Netherlands,
2023,401-500,401,500,1,University of Ulm,Germany,
2023,401-500,401,500,1,University of Vermont,United States,
2023,401-500,401,500,1,University of Warsaw,Poland,
2023,401-500,401,500,1,University of Zagreb,Croatia,
2023,401-500,401,500,1,The University of Texas Health Science Center at San Antonio,United States,
2023,401-500,401,500,1,Utah State University,United States,
2023,401-500,401,500,1,Victoria University of Wellington,New Zealand,
2023,401-500,401,500,1,Vita-Salute San Raffaele University,Italy,
2023,401-500,401,500,1,Washington State University,United States,
2023,401-500,401,500,1,Xidian University,China,
2023,401-500,401,500,1,York University,Canada,
2023,401-500,401,500,1,Yunnan University,China,
2023,401-500,401,500,1,Zhejiang Normal University,China,
2023,501-600,501,600,1,Anhui Medical University,China,
2023,501-600,501,600,1,Anhui University,China,
2023,501-600,501,600,1,Aristotle University of Thessaloniki,Greece,
2023,501-600,501,600,1,Australian Catholic University,Australia,
2023,501-600,501,600,1,Beijing Jiaotong University,China,
2023,501-600,501,600,1,Ben-Gurion University of the Negev,Israel,
