year,rank_display,rank_low,rank_high,is_band,institution,region,total_score
2023,501-600,501,600,1,Binghamton University,United States,
2023,501-600,501,600,1,Boston College,United States,
2023,501-600,501,600,1,Brigham Young University,United States,
2023,501-600,501,600,1,Carleton University,Canada,
2023,501-600,501,600,1,Central China Normal University,China,
2023,501-600,501,600,1,Chang'an University,China,
2023,501-600,501,600,1,"China University of Petroleum, Beijing",China,
2023,501-600,501,600,1,"The Chinese University of Hong Kong, Shenzhen",China,
2023,501-600,501,600,1,Chulalongkorn University,Thailand,
2023,501-600,501,600,1,COMSATS University Islamabad,Pakistan,
2023,501-600,501,600,1,Concordia University,Canada,
2023,501-600,501,600,1,Duke-NUS Medical School,Singapore,
2023,501-600,501,600,1,Eotvos Lorand University,Hungary,
2023,501-600,501,600,1,Federal University of Rio de Janeiro,Brazil,
2023,501-600,501,600,1,Florida International University,United States,
2023,501-600,501,600,1,Georgia State University,United States,
2023,501-600,501,600,1,Hangzhou Dianzi University,China,
2023,501-600,501,600,1,Harbin Engineering University,China,
2023,501-600,501,600,1,Hefei University of Technology,China,
2023,501-600,501,600,1,Hunan Normal University,China,
2023,501-600,501,600,1,Kansas State University,United States,
2023,501-600,501,600,1,Kobe University,Japan,
2023,501-600,501,600,1,Leibniz University Hannover,Germany,
2023,501-600,501,600,1,Medical University of Innsbruck,Austria,
2023,501-600,501,600,1,Medical University of South Carolina,United States,
2023,501-600,501,600,1,Mississippi State University,United States,
2023,501-600,501,600,1,Moscow Institute of Physics and Technology,Russia,
2023,501-600,501,600,1,Nanjing University of Posts and Telecommunications,China,
2023,501-600,501,600,1,University of Galway,Ireland,
2023,501-600,501,600,1,National University of Malaysia,Malaysia,
2023,501-600,501,600,1,National University of Defense Technology,China,
2023,501-600,501,600,1,Ningbo University,China,
2023,501-600,501,600,1,Northwest University,China,
2023,501-600,501,600,1,North-West University,South Africa,
2023,501-600,501,600,1,Okayama University,Japan,
2023,501-600,501,600,1,Oklahoma State University,United States,
2023,501-600,501,600,1,Prince Sattam Bin Abdulaziz University,Saudi Arabia,
2023,501-600,501,600,1,Qatar University,Qatar,
2023,501-600,501,600,1,Rush University,United States,
2023,501-600,501,600,1,Saarland University,Germany,
2023,501-600,501,600,1,Saint Louis University,United States,
2023,501-600,501,600,1,Scuola Normale Superiore - Pisa,Italy,
2023,501-600,501,600,1,Shaanxi Normal University,China,
2023,501-600,501,600,1,Southwest University,China,
2023,501-600,501,600,1,Southwestern University of Finance and Economics,China,
2023,501-600,501,600,1,"St George's, University of London",United Kingdom,
2023,501-600,501,600,1,Stockholm School of Economics,Sweden,
2023,501-600,501,600,1,Tampere University,Finland,
2023,501-600,501,600,1,Tehran University of Medical Sciences,Iran,
2023,501-600,501,600,1,Texas Tech University,United States,
2023,501-600,501,600,1,The City College of New York,United States,
2023,501-600,501,600,1,The University of Texas at Dallas,United States,
2023,501-600,501,600,1,The University of Texas at San Antonio,United States,
2023,501-600,501,600,1,Thomas Jefferson University,United States,
2023,501-600,501,600,1,Tianjin Medical University,China,
2023,501-600,501,600,1,Tulane University,United States,
2023,501-600,501,600,1,The University of New Mexico - Albuquerque,United States,
2023,501-600,501,600,1,Università Della Svizzera Italiana,Switzerland,
2023,501-600,501,600,1,University of Alicante,Spain,
2023,501-600,501,600,1,University of Arkansas at Fayetteville,United States,
2023,501-600,501,600,1,University of Bayreuth,Germany,
2023,501-600,501,600,1,University of California-Merced,United States,
2023,501-600,501,600,1,University of Catania,Italy,
2023,501-600,501,600,1,University of Eastern Finland,Finland,
2023,501-600,501,600,1,University of Fribourg,Switzerland,
2023,501-600,501,600,1,University of Graz,Austria,
2023,501-600,501,600,1,University of Guelph,Canada,
2023,501-600,501,600,1,University of Johannesburg,South Africa,
2023,501-600,501,600,1,University of Konstanz,Germany,
2023,501-600,501,600,1,University of KwaZulu-Natal,South Africa,
2023,501-600,501,600,1,University of Maine,United States,
2023,501-600,501,600,1,University of Navarra,Spain,
2023,501-600,501,600,1,University of Nevada - Reno,United States,
2023,501-600,501,600,1,University of Nevada-Las Vegas,United States,
2023,501-600,501,600,1,University of North Texas,United States,
2023,501-600,501,600,1,University of Oklahoma - Oklahoma City,United States,
2023,501-600,501,600,1,University of Palermo,Italy,
2023,501-600,501,600,1,University of Parma,Italy,
2023,501-600,501,600,1,University of Perugia,Italy,
2023,501-600,501,600,1,University of Roma - Tor Vergata,Italy,
2023,501-600,501,600,1,University of Rostock,Germany,
2023,501-600,501,600,1,University of Salamanca,Spain,
2023,501-600,501,600,1,University of Sherbrooke,Canada,
2023,501-600,501,600,1,University of South Australia,Australia,
2023,501-600,501,600,1,University of Strathclyde,United Kingdom,
2023,501-600,501,600,1,University of Verona,Italy,
2023,501-600,501,600,1,University of Vigo,Spain,
2023,501-600,501,600,1,Vilnius University,Lithuania,
2023,501-600,501,600,1,Wake Forest University,United States,
2023,501-600,501,600,1,Wenzhou Medical University,China,
2023,501-600,501,600,1,West Virginia University,United States,
2023,501-600,501,600,1,Westlake University,China,
2023,501-600,501,600,1,Xi'an University of Technology,China,
2023,501-600,501,600,1,Yeungnam University,South Korea,
2023,601-700,601,700,1,Addis Ababa University,Ethiopia,
2023,601-700,601,700,1,Ain Shams University,Egypt,
2023,601-700,601,700,1,Alexandria University,Egypt,
2023,601-700,601,700,1,Amirkabir University of Technology,Iran,
2023,601-700,601,700,1,Asia University,China-Taiwan,
2023,601-700,601,700,1,Auburn University,United States,
2023,601-700,601,700,1,Bangor University,United Kingdom,
2023,601-700,601,700,1,Baylor University,United States,
2023,601-700,601,700,1,Beijing University of Posts and Telecommunications,China,
2023,601-700,601,700,1,Brescia University,Italy,
2023,601-700,601,700,1,Chang Gung University,China-Taiwan,
2023,601-700,601,700,1,Changzhou University,China,
2023,601-700,601,700,1,Charles Darwin University,Australia,
2023,601-700,601,700,1,Chiang Mai University,Thailand,
2023,601-700,601,700,1,Chiba University,Japan,
2023,601-700,601,700,1,China Medical University (Shenyang),China,
2023,601-700,601,700,1,China University of Mining & Technology-Beijing,China,
2023,601-700,601,700,1,Chongqing Medical University,China,
2023,601-700,601,700,1,Chonnam National University,South Korea,
2023,601-700,601,700,1,Clemson University,United States,
2023,601-700,601,700,1,Czech University of Life Sciences Prague,Czech Republic,
2023,601-700,601,700,1,Dalian Maritime University,China,
2023,601-700,601,700,1,Edith Cowan University,Australia,
2023,601-700,601,700,1,Ewha Womans University,South Korea,
2023,601-700,601,700,1,Fujian Agriculture and Forestry University,China,
2023,601-700,601,700,1,Fujian Medical University,China,
2023,601-700,601,700,1,Fujian Normal University,China,
2023,601-700,601,700,1,Guizhou University,China,
2023,601-700,601,700,1,Harbin Medical University,China,
2023,601-700,601,700,1,Hasselt University,Belgium,
2023,601-700,601,700,1,Henan Normal University,China,
2023,601-700,601,700,1,Hong Kong Baptist University,China-Hong Kong,
2023,601-700,601,700,1,Indian Institute of Technology Kharagpur,India,
2023,601-700,601,700,1,Indian Institute of Technology Delhi,India,
2023,601-700,601,700,1,INHA University,South Korea,
2023,601-700,601,700,1,Kitasato University,Japan,
2023,601-700,601,700,1,Konkuk University,South Korea,
2023,601-700,601,700,1,Liverpool John Moores University,United Kingdom,
2023,601-700,601,700,1,Loughborough University,United Kingdom,
2023,601-700,601,700,1,Mahidol University,Thailand,
2023,601-700,601,700,1,Mansoura University,Egypt,
2023,601-700,601,700,1,Marche Polytechnic University,Italy,
2023,601-700,601,700,1,Medical University of Graz,Austria,
2023,601-700,601,700,1,Nanjing University of Chinese Medicine,China,
2023,601-700,601,700,1,Nantong University,China,
2023,601-700,601,700,1,National Polytechnic Institute,Mexico,
2023,601-700,601,700,1,National Sun Yat-Sen University,China-Taiwan,
2023,601-700,601,700,1,National Taiwan University of Science and Technology,China-Taiwan,
2023,601-700,601,700,1,Naval Medical University,China,
2023,601-700,601,700,1,NOVA University Lisbon,Portugal,
2023,601-700,601,700,1,Osaka Metropolitan University,Japan,
2023,601-700,601,700,1,Palacký University Olomouc,Czech Republic,
2023,601-700,601,700,1,Polytechnic University of Turin,Italy,
2023,601-700,601,700,1,Pontifical Catholic University of Chile,Chile,
2023,601-700,601,700,1,San Diego State University,United States,
2023,601-700,601,700,1,Semmelweis University,Hungary,
2023,601-700,601,700,1,Shandong Agricultural University,China,
2023,601-700,601,700,1,Shandong Normal University,China,
2023,601-700,601,700,1,Shinshu University,Japan,
2023,601-700,601,700,1,University at Albany (State University of New York),United States,
2023,601-700,601,700,1,SUNY Downstate Health Sciences University,United States,
2023,601-700,601,700,1,Taipei Medical University,China-Taiwan,
2023,601-700,601,700,1,The University of Alabama - Tuscaloosa,United States,
2023,601-700,601,700,1,The University of Texas at Arlington,United States,
2023,601-700,601,700,1,Tokyo University of Science,Japan,
2023,601-700,601,700,1,Umea University,Sweden,
2023,601-700,601,700,1,University of Arkansas for Medical Sciences,United States,
2023,601-700,601,700,1,University of Campania Luigi Vanvitelli,Italy,
2023,601-700,601,700,1,Universitat Jaume I,Spain,
2023,601-700,601,700,1,University of Alaska - Fairbanks,United States,
2023,601-700,601,700,1,University of Bremen,Germany,
2023,601-700,601,700,1,University of Castilla–La Mancha,Spain,
2023,601-700,601,700,1,University of Clermont Auvergne,France,
2023,601-700,601,700,1,University of Delhi,India,
2023,601-700,601,700,1,University of Ferrara,Italy,
2023,601-700,601,700,1,University of Giessen,Germany,
2023,601-700,601,700,1,University of Greenwich,United Kingdom,
2023,601-700,601,700,1,University of Haifa,Israel,
2023,601-700,601,700,1,University of Halle-Wittenberg,Germany,
2023,601-700,601,700,1,University of Health Sciences Turkey,Türkiye,
2023,601-700,601,700,1,University of Iceland,Iceland,
2023,601-700,601,700,1,University of Ljubljana,Slovenia,
2023,601-700,601,700,1,University of Luebeck,Germany,
2023,601-700,601,700,1,University of Luxembourg,Luxembourg,
2023,601-700,601,700,1,University of New Hampshire,United States,
2023,601-700,601,700,1,University of Oviedo,Spain,
2023,601-700,601,700,1,University of Plymouth,United Kingdom,
2023,601-700,601,700,1,University of Santiago Compostela,Spain,
2023,601-700,601,700,1,"University of Science, Malaysia",Malaysia,
2023,601-700,601,700,1,University of Seville,Spain,
2023,601-700,601,700,1,University of Siena,Italy,
2023,601-700,601,700,1,University of the Balearic Islands,Spain,
2023,601-700,601,700,1,University of Toledo,United States,
2023,601-700,601,700,1,University of Trieste,Italy,
2023,601-700,601,700,1,University of Tromso,Norway,
2023,601-700,601,700,1,University of Ulsan,South Korea,
2023,601-700,601,700,1,University of Zaragoza,Spain,
2023,601-700,601,700,1,Wayne State University,United States,
2023,601-700,601,700,1,Wenzhou University,China,
2023,601-700,601,700,1,Yanshan University,China,
2023,701-800,701,800,1,Air Force Medical University,China,
2023,701-800,701,800,1,Al-Azhar University,Egypt,
2023,701-800,701,800,1,American University of Beirut,Lebanon,
2023,701-800,701,800,1,Army Medical University,China,
2023,701-800,701,800,1,Banaras Hindu University,India,
2023,701-800,701,800,1,Beijing Forestry University,China,
2023,701-800,701,800,1,Bielefeld University,Germany,
2023,701-800,701,800,1,Brno University of Technology,Czech Republic,
2023,701-800,701,800,1,Brunel University London,United Kingdom,
2023,701-800,701,800,1,Catholic University of Korea,South Korea,
2023,701-800,701,800,1,Changsha University of Science and Technology,China,
2023,701-800,701,800,1,Chung-Ang University,South Korea,
2023,701-800,701,800,1,Chungbuk National University,South Korea,
2023,701-800,701,800,1,Chungnam National University,South Korea,
2023,701-800,701,800,1,Copenhagen Business School,Denmark,
2023,701-800,701,800,1,Donghua University,China,
2023,701-800,701,800,1,Federal University of Parana,Brazil,
2023,701-800,701,800,1,Federal University of Santa Catarina,Brazil,
2023,701-800,701,800,1,Federal University of Sao Paulo,Brazil,
2023,701-800,701,800,1,Foshan University,China,
2023,701-800,701,800,1,Hacettepe University,Türkiye,
2023,701-800,701,800,1,Hebei University of Technology,China,
2023,701-800,701,800,1,Heilongjiang University,China,
2023,701-800,701,800,1,HSE University,Russia,
2023,701-800,701,800,1,Indian Institute of Technology Madras,India,
2023,701-800,701,800,1,INSA Toulouse,France,
2023,701-800,701,800,1,Istanbul Technical University,Türkiye,
2023,701-800,701,800,1,Jawaharlal Nehru University,India,
2023,701-800,701,800,1,Jeonbuk National University,South Korea,
2023,701-800,701,800,1,Juntendo University,Japan,
2023,701-800,701,800,1,Kent State University,United States,
2023,701-800,701,800,1,Kindai University,Japan,
2023,701-800,701,800,1,Massey University,New Zealand,
2023,701-800,701,800,1,Medical College of Wisconsin,United States,
2023,701-800,701,800,1,Memorial University of Newfoundland,Canada,
2023,701-800,701,800,1,National Chung Hsing University,China-Taiwan,
2023,701-800,701,800,1,National Yunlin University of Science and Technology,China-Taiwan,
2023,701-800,701,800,1,New Jersey Institute of Technology,United States,
2023,701-800,701,800,1,North China Electric Power University,China,
2023,701-800,701,800,1,Norwegian University of Life Sciences,Norway,
2023,701-800,701,800,1,Nottingham Trent University,United Kingdom,
2023,701-800,701,800,1,Novosibirsk State University,Russia,
2023,701-800,701,800,1,Ohio University,United States,
2023,701-800,701,800,1,Old Dominion University,United States,
2023,701-800,701,800,1,Orebro University,Sweden,
2023,701-800,701,800,1,Polytechnic University of Catalonia,Spain,
2023,701-800,701,800,1,Polytechnic University of Madrid,Spain,
2023,701-800,701,800,1,Qufu Normal University,China,
2023,701-800,701,800,1,Rutgers University-Newark,United States,
2023,701-800,701,800,1,Shahid Beheshti University of Medical Sciences,Iran,
2023,701-800,701,800,1,Shandong First Medical University,China,
2023,701-800,701,800,1,Shantou University,China,
2023,701-800,701,800,1,Shanxi University,China,
2023,701-800,701,800,1,Sharif University of Technology,Iran,
2023,701-800,701,800,1,Sichuan Agricultural University,China,
2023,701-800,701,800,1,Skolkovo Institute of Science and Technology,Russia,
2023,701-800,701,800,1,Southern Methodist University,United States,
2023,701-800,701,800,1,Syracuse University,United States,
2023,701-800,701,800,1,Taiyuan University of Technology,China,
2023,701-800,701,800,1,Tarbiat Modares University,Iran,
2023,701-800,701,800,1,Technical University of Braunschweig,Germany,
2023,701-800,701,800,1,The Open University,United Kingdom,
2023,701-800,701,800,1,The Royal Veterinary College,United Kingdom,
2023,701-800,701,800,1,Tilburg University,Netherlands,
2023,701-800,701,800,1,Tokyo Medical and Dental University,Japan,
2023,701-800,701,800,1,University of Engineering and Technology (UET),Pakistan,
2023,701-800,701,800,1,"University of Maryland, Baltimore County",United States,
2023,701-800,701,800,1,University of Tennessee Health Science Center,United States,
2023,701-800,701,800,1,Universitat de Lleida,Spain,
2023,701-800,701,800,1,Universiti Teknologi Malaysia,Malaysia,
2023,701-800,701,800,1,University of Brasília,Brazil,
2023,701-800,701,800,1,University of Burgundy,France,
2023,701-800,701,800,1,University of Crete,Greece,
2023,701-800,701,800,1,University of Cyprus,Cyprus,
2023,701-800,701,800,1,University of Extremadura,Spain,
2023,701-800,701,800,1,University of Hull,United Kingdom,
2023,701-800,701,800,1,University of Idaho,United States,
2023,701-800,701,800,1,University of Jinan,China,
2023,701-800,701,800,1,University of Jyvaskyla,Finland,
2023,701-800,701,800,1,University of La Laguna,Spain,
2023,701-800,701,800,1,University of Murcia,Spain,
2023,701-800,701,800,1,University of Nantes,France,
2023,701-800,701,800,1,University of Oklahoma - Norman,United States,
2023,701-800,701,800,1,University of Patras,Greece,
2023,701-800,701,800,1,University of Regina,Canada,
2023,701-800,701,800,1,University of Stirling,United Kingdom,
2023,701-800,701,800,1,University of Szeged,Hungary,
2023,701-800,701,800,1,University of Tabriz,Iran,
2023,701-800,701,800,1,University of Tartu,Estonia,
2023,701-800,701,800,1,University of the Punjab,Pakistan,
2023,701-800,701,800,1,University of the Sunshine Coast,Australia,
2023,701-800,701,800,1,University of Udine,Italy,
2023,701-800,701,800,1,University of Wisconsin-Milwaukee,United States,
2023,701-800,701,800,1,University of Wyoming,United States,
2023,701-800,701,800,1,University Rovira i Virgili,Spain,
2023,701-800,701,800,1,Ural Federal University,Russia,
2023,701-800,701,800,1,Vellore Institute of Technology,India,
2023,701-800,701,800,1,Waseda University,Japan,
2023,701-800,701,800,1,Zhejiang Chinese Medical University,China,
2023,701-800,701,800,1,Zhejiang Sci-Tech University,China,
2023,801-900,801,900,1,AGH University of Krakow,Poland,
2023,801-900,801,900,1,Ajou University,South Korea,
2023,801-900,801,900,1,Aligarh Muslim University,India,
2023,801-900,801,900,1,Amherst College,United States,
2023,801-900,801,900,1,Anhui University of Technology,China,
2023,801-900,801,900,1,Ankara University,Türkiye,
2023,801-900,801,900,1,AUT University,New Zealand,
2023,801-900,801,900,1,Bournemouth University,United Kingdom,
2023,801-900,801,900,1,Chengdu University of Technology,China,
2023,801-900,801,900,1,China Pharmaceutical University,China,
2023,801-900,801,900,1,Chongqing University of Posts and Telecommunications,China,
2023,801-900,801,900,1,Colorado School of Mines,United States,
2023,801-900,801,900,1,Cranfield University,United Kingdom,
2023,801-900,801,900,1,Czech Technical University in Prague,Czech Republic,
2023,801-900,801,900,1,Dongguk University,South Korea,
2023,801-900,801,900,1,Federal University of Santa Maria,Brazil,
2023,801-900,801,900,1,Federal University of Sao Carlos,Brazil,
2023,801-900,801,900,1,Federal University of Vicosa,Brazil,
2023,801-900,801,900,1,Fluminense Federal University,Brazil,
2023,801-900,801,900,1,Fordham University,United States,
2023,801-900,801,900,1,Free University of Bozen-Bolzano,Italy,
2023,801-900,801,900,1,Gachon University,South Korea,
2023,801-900,801,900,1,The Graduate University for Advanced Studies,Japan,
2023,801-900,801,900,1,Graz University of Technology,Austria,
2023,801-900,801,900,1,Guangzhou University of Chinese Medicine,China,
2023,801-900,801,900,1,Gwangju Institute of Science and Technology,South Korea,
2023,801-900,801,900,1,Hallym University,South Korea,
2023,801-900,801,900,1,Hangzhou Normal University,China,
2023,801-900,801,900,1,Hebei Medical University,China,
2023,801-900,801,900,1,Homi Bhabha National Institute,India,
2023,801-900,801,900,1,Hunan Agricultural University,China,
2023,801-900,801,900,1,Johannes Kepler University Linz,Austria,
2023,801-900,801,900,1,Kanazawa University,Japan,
2023,801-900,801,900,1,Kangwon National University,South Korea,
2023,801-900,801,900,1,Kaohsiung Medical University,China-Taiwan,
2023,801-900,801,900,1,Keele University,United Kingdom,
2023,801-900,801,900,1,Khalifa University,United Arab Emirates,
2023,801-900,801,900,1,King Faisal University,Saudi Arabia,
2023,801-900,801,900,1,Liaocheng University,China,
2023,801-900,801,900,1,Liaoning University of Technology,China,
2023,801-900,801,900,1,Lincoln University,New Zealand,
2023,801-900,801,900,1,Manipal Academy of Higher Education,India,
2023,801-900,801,900,1,Nagasaki University,Japan,
2023,801-900,801,900,1,National Central University,China-Taiwan,
2023,801-900,801,900,1,National Technical University of Athens,Greece,
2023,801-900,801,900,1,Northeast Agricultural University,China,
2023,801-900,801,900,1,Northeast Forestry University,China,
2023,801-900,801,900,1,Northeast Normal University,China,
2023,801-900,801,900,1,Northumbria University,United Kingdom,
2023,801-900,801,900,1,Prince of Songkla University,Thailand,
2023,801-900,801,900,1,Qassim University,Saudi Arabia,
2023,801-900,801,900,1,Qilu University of Technology,China,
2023,801-900,801,900,1,Qingdao University of Science and Technology,China,
2023,801-900,801,900,1,"Royal Holloway, University of London",United Kingdom,
2023,801-900,801,900,1,School for Advanced Studies in the Social Sciences,France,
2023,801-900,801,900,1,Shanghai Normal University,China,
2023,801-900,801,900,1,Shanghai Ocean University,China,
2023,801-900,801,900,1,Southwest Petroleum University,China,
2023,801-900,801,900,1,SRM INSTITUTE OF SCIENCE AND TECHNOLOGY,India,
2023,801-900,801,900,1,Suzhou University of Science and Technology,China,
2023,801-900,801,900,1,The Education University of Hong Kong,China-Hong Kong,
2023,801-900,801,900,1,The University of Tokushima,Japan,
2023,801-900,801,900,1,The University of Waikato,New Zealand,
2023,801-900,801,900,1,Tianjin University of Technology,China,
2023,801-900,801,900,1,Umm Al-Qura University,Saudi Arabia,
2023,801-900,801,900,1,Union College,United States,
2023,801-900,801,900,1,United Arab Emirates University,United Arab Emirates,
2023,801-900,801,900,1,University Paris Est Creteil,France,
2023,801-900,801,900,1,"University of Veterinary Medicine, Vienna",Austria,
2023,801-900,801,900,1,University of Cagliari,Italy,
2023,801-900,801,900,1,University of Calabria,Italy,
2023,801-900,801,900,1,University of Canberra,Australia,
2023,801-900,801,900,1,University of Eastern Piedmont,Italy,
2023,801-900,801,900,1,University of Girona,Spain,
2023,801-900,801,900,1,University of Jaen,Spain,
2023,801-900,801,900,1,University of Jordan,Jordan,
2023,801-900,801,900,1,University of Kassel,Germany,
2023,801-900,801,900,1,University of Limerick,Ireland,
2023,801-900,801,900,1,University of Louisville,United States,
2023,801-900,801,900,1,University of Malaga,Spain,
2023,801-900,801,900,1,University of Messina,Italy,
2023,801-900,801,900,1,University of Missouri-Kansas City,United States,
2023,801-900,801,900,1,University of Modena and Reggio Emilia,Italy,
2023,801-900,801,900,1,University of Mons,Belgium,
2023,801-900,801,900,1,University of Nebraska Medical Center,United States,
2023,801-900,801,900,1,University of Oldenburg,Germany,
2023,801-900,801,900,1,University of Salerno,Italy,
2023,801-900,801,900,1,University of Salzburg,Austria,
2023,801-900,801,900,1,University Savoie Mont Blanc,France,
2023,801-900,801,900,1,University of South China,China,
2023,801-900,801,900,1,University of Texas at El Paso,United States,
2023,801-900,801,900,1,University of Thessaly,Greece,
2023,801-900,801,900,1,University of Wuppertal,Germany,
2023,801-900,801,900,1,University Putra Malaysia,Malaysia,
2023,801-900,801,900,1,Western Norway University of Applied Sciences,Norway,
2023,801-900,801,900,1,Wroclaw Medical University,Poland,
2023,801-900,801,900,1,Wuhan University of Science and Technology,China,
2023,801-900,801,900,1,Xi'an University of Architecture and Technology,China,
2023,801-900,801,900,1,Yokohama City University,Japan,
2023,801-900,801,900,1,Zagazig University,Egypt,
2023,901-1000,901,1000,1,Adam Mickiewicz University,Poland,
2023,901-1000,901,1000,1,Al Jouf University,Saudi Arabia,
2023,901-1000,901,1000,1,Beijing Technology and Business University,China,
2023,901-1000,901,1000,1,Beni-Suef University,Egypt,
2023,901-1000,901,1000,1,Bond University,Australia,
2023,901-1000,901,1000,1,Budapest University of Technology and Economics,Hungary,
2023,901-1000,901,1000,1,Carlos III University of Madrid,Spain,
2023,901-1000,901,1000,1,Chengdu University,China,
2023,901-1000,901,1000,1,China Three Gorges University,China,
2023,901-1000,901,1000,1,"City, University of London",United Kingdom,
2023,901-1000,901,1000,1,Comenius University in Bratislava,Slovakia,
2023,901-1000,901,1000,1,Dalian Medical University,China,
2023,901-1000,901,1000,1,Dalian Polytechnic University,China,
2023,901-1000,901,1000,1,Dublin City University,Ireland,
2023,901-1000,901,1000,1,Ege University,Türkiye,
2023,901-1000,901,1000,1,Erciyes University,Türkiye,
2023,901-1000,901,1000,1,Federal University of Ceara,Brazil,
2023,901-1000,901,1000,1,Federal University of Goias,Brazil,
2023,901-1000,901,1000,1,Federal University of Pernambuco,Brazil,
2023,901-1000,901,1000,1,Ferdowsi University of Mashhad,Iran,
2023,901-1000,901,1000,1,Gazi University,Türkiye,
2023,901-1000,901,1000,1,Gdansk University of Technology,Poland,
2023,901-1000,901,1000,1,Guangdong University of Foreign Studies,China,
2023,901-1000,901,1000,1,Guangxi Medical University,China,
2023,901-1000,901,1000,1,Gyeongsang National University,South Korea,
2023,901-1000,901,1000,1,Hebei University,China,
2023,901-1000,901,1000,1,Henan University of Science and Technology,China,
2023,901-1000,901,1000,1,Heriot-Watt University,United Kingdom,
2023,901-1000,901,1000,1,Huaqiao University,China,
2023,901-1000,901,1000,1,Indian Institute of Technology Kanpur,India,
2023,901-1000,901,1000,1,Indian Institute of Technology Roorkee,India,
2023,901-1000,901,1000,1,Iran University of Science & Technology,Iran,
2023,901-1000,901,1000,1,Jiangsu University of Science and Technology,China,
2023,901-1000,901,1000,1,Khon Kaen University,Thailand,
2023,901-1000,901,1000,1,Rey Juan Carlos University,Spain,
2023,901-1000,901,1000,1,Kumamoto University,Japan,
2023,901-1000,901,1000,1,Linnaeus University,Sweden,
2023,901-1000,901,1000,1,London Business School,United Kingdom,
2023,901-1000,901,1000,1,Loyola University Chicago,United States,
2023,901-1000,901,1000,1,Manchester Metropolitan University,United Kingdom,
2023,901-1000,901,1000,1,Medical University of Warsaw,Poland,
2023,901-1000,901,1000,1,Metropolitan Autonomous University,Mexico,
2023,901-1000,901,1000,1,Montana State University - Bozeman,United States,
2023,901-1000,901,1000,1,Montpellier Business School,France,
2023,901-1000,901,1000,1,National Research Nuclear University MEPhI (Moscow Engineering Physics Institute),Russia,
2023,901-1000,901,1000,1,National University of Colombia,Colombia,
2023,901-1000,901,1000,1,National University of Sciences and Technology Pakistan,Pakistan,
2023,901-1000,901,1000,1,NHH - Norwegian School of Economics,Norway,
2023,901-1000,901,1000,1,Nicolaus Copernicus University,Poland,
2023,901-1000,901,1000,1,Niigata University,Japan,
2023,901-1000,901,1000,1,Quaid-i-Azam University,Pakistan,
2023,901-1000,901,1000,1,Royal College of Surgeons - Ireland,Ireland,
2023,901-1000,901,1000,1,Saitama University,Japan,
2023,901-1000,901,1000,1,Sechenov University,Russia,
2023,901-1000,901,1000,1,Shandong University of Finance and Economics,China,
2023,901-1000,901,1000,1,Shanghai University of Finance and Economics,China,
2023,901-1000,901,1000,1,Shanghai University of Traditional Chinese Medicine,China,
2023,901-1000,901,1000,1,Shanxi Medical University,China,
2023,901-1000,901,1000,1,Shihezi University,China,
2023,901-1000,901,1000,1,Shiraz University of Medical Science,Iran,
2023,901-1000,901,1000,1,Singapore University of Technology & Design,Singapore,
2023,901-1000,901,1000,1,Southern Cross University,Australia,
2023,901-1000,901,1000,1,SUNY College of Environmental Science and Forestry,United States,
2023,901-1000,901,1000,1,SUNY Upstate Medical University,United States,
2023,901-1000,901,1000,1,Swarthmore College,United States,
2023,901-1000,901,1000,1,Tokyo University of Agriculture and Technology,Japan,
2023,901-1000,901,1000,1,University of North Carolina at Greensboro,United States,
2023,901-1000,901,1000,1,Universidad Andrés Bello,Chile,
2023,901-1000,901,1000,1,Universidad de Cadiz,Spain,
2023,901-1000,901,1000,1,Universidad Pablo de Olavide,Spain,
2023,901-1000,901,1000,1,Universidade Federal de Pelotas,Brazil,
2023,901-1000,901,1000,1,University of Alcala,Spain,
2023,901-1000,901,1000,1,University of Arkansas at Little Rock,United States,
2023,901-1000,901,1000,1,University of Calcutta,India,
2023,901-1000,901,1000,1,University of Cantabria,Spain,
2023,901-1000,901,1000,1,University of Central Lancashire,United Kingdom,
2023,901-1000,901,1000,1,University of Chieti-Pescara,Italy,
2023,901-1000,901,1000,1,University of Concepcion,Chile,
2023,901-1000,901,1000,1,University of Cordoba,Spain,
2023,901-1000,901,1000,1,University of Ghana,Ghana,
2023,901-1000,901,1000,1,University of Hertfordshire,United Kingdom,
2023,901-1000,901,1000,1,University of Lahore,Pakistan,
2023,901-1000,901,1000,1,University of Lincoln,United Kingdom,
2023,901-1000,901,1000,1,University of New England,Australia,
2023,901-1000,901,1000,1,University of Novi Sad,Serbia,
2023,901-1000,901,1000,1,University of Poitiers,France,
2023,901-1000,901,1000,1,University of Portsmouth,United Kingdom,
2023,901-1000,901,1000,1,University of Quebec Montreal,Canada,
2023,901-1000,901,1000,1,University of Sfax,Tunisia,
2023,901-1000,901,1000,1,University of Sharjah,United Arab Emirates,
2023,901-1000,901,1000,1,University of South Africa,South Africa,
2023,901-1000,901,1000,1,University of Southern Queensland,Australia,
2023,901-1000,901,1000,1,University of Valladolid,Spain,
2023,901-1000,901,1000,1,Warsaw University of Technology,Poland,
2023,901-1000,901,1000,1,Xiangtan University,China,
2023,901-1000,901,1000,1,Xinjiang University,China,
2023,901-1000,901,1000,1,Xuzhou Medical University,China,
2023,901-1000,901,1000,1,Yangtze University,China,
2023,901-1000,901,1000,1,Yeshiva University,United States,
